<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^BVSP,D,20021227,000000,11326.00,11326.00,11207.00,11234.00,000,0
^BVSP,D,20021230,000000,11235.00,11325.00,11212.00,11268.00,000,0
^BVSP,D,20030102,000000,11291.00,11603.00,11291.00,11603.00,000,0
^BVSP,D,20030103,000000,11632.00,11798.00,11600.00,11600.00,000,0
^BVSP,D,20030106,000000,11636.00,12032.00,11633.00,12020.00,000,0
^BVSP,D,20030107,000000,12010.00,12018.00,11842.00,11876.00,000,0
^BVSP,D,20030108,000000,11875.00,11928.00,11757.00,11786.00,000,0
^BVSP,D,20030109,000000,11814.00,11964.00,11780.00,11912.00,000,0
^BVSP,D,20030110,000000,11925.00,12243.00,11925.00,12243.00,000,0
^BVSP,D,20030113,000000,12243.00,12350.00,12095.00,12110.00,000,0
^BVSP,D,20030114,000000,12131.00,12175.00,12052.00,12175.00,000,0
^BVSP,D,20030115,000000,12151.00,12151.00,11899.00,11971.00,000,0
^BVSP,D,20030116,000000,11973.00,12193.00,11921.00,11952.00,000,0
^BVSP,D,20030117,000000,11952.00,11952.00,11555.00,11676.00,000,0
^BVSP,D,20030120,000000,11675.00,11742.00,11545.00,11648.00,000,0
^BVSP,D,20030121,000000,11610.00,11662.00,11434.00,11435.00,000,0
^BVSP,D,20030122,000000,11428.00,11428.00,11132.00,11142.00,000,0
^BVSP,D,20030123,000000,11148.00,11336.00,11027.00,11162.00,000,0
^BVSP,D,20030124,000000,11157.00,11158.00,10753.00,10784.00,000,0
^BVSP,D,20030127,000000,10768.00,10768.00,10462.00,10530.00,000,0
^BVSP,D,20030128,000000,10534.00,10650.00,10495.00,10517.00,000,0
^BVSP,D,20030129,000000,10514.00,10863.00,10457.00,10863.00,000,0
^BVSP,D,20030130,000000,10873.00,11001.00,10705.00,10751.00,000,0
^BVSP,D,20030131,000000,10761.00,11004.00,10741.00,10941.00,000,0
^BVSP,D,20030203,000000,10943.00,11067.00,10852.00,10910.00,000,0
^BVSP,D,20030204,000000,10879.00,10879.00,10534.00,10577.00,000,0
^BVSP,D,20030205,000000,10581.00,10761.00,10497.00,10592.00,000,0
^BVSP,D,20030206,000000,10587.00,10589.00,10360.00,10566.00,000,0
^BVSP,D,20030207,000000,10567.00,10692.00,10355.00,10381.00,000,0
^BVSP,D,20030210,000000,10388.00,10527.00,10310.00,10480.00,000,0
^BVSP,D,20030211,000000,10491.00,10650.00,10475.00,10509.00,000,0
^BVSP,D,20030212,000000,10512.00,10587.00,10445.00,10510.00,000,0
^BVSP,D,20030213,000000,10509.00,10509.00,10091.00,10108.00,000,0
^BVSP,D,20030214,000000,10103.00,10163.00,9968.00,10081.00,000,0
^BVSP,D,20030217,000000,10089.00,10229.00,10089.00,10189.00,000,0
^BVSP,D,20030218,000000,10192.00,10466.00,10166.00,10450.00,000,0
^BVSP,D,20030219,000000,10434.00,10434.00,10206.00,10252.00,000,0
^BVSP,D,20030220,000000,10259.00,10268.00,10118.00,10217.00,000,0
^BVSP,D,20030221,000000,10222.00,10340.00,10144.00,10331.00,000,0
^BVSP,D,20030224,000000,10334.00,10454.00,10251.00,10254.00,000,0
^BVSP,D,20030225,000000,10231.00,10231.00,10022.00,10192.00,000,0
^BVSP,D,20030226,000000,10192.00,10271.00,9977.00,9995.00,000,0
^BVSP,D,20030227,000000,10006.00,10146.00,9998.00,10126.00,000,0
^BVSP,D,20030228,000000,10153.00,10281.00,10152.00,10281.00,000,0
^BVSP,D,20030305,000000,10263.00,10318.00,10104.00,10306.00,000,0
^BVSP,D,20030306,000000,10311.00,10626.00,10311.00,10615.00,000,0
^BVSP,D,20030307,000000,10608.00,10800.00,10438.00,10724.00,000,0
^BVSP,D,20030310,000000,10695.00,10695.00,10294.00,10309.00,000,0
^BVSP,D,20030311,000000,10314.00,10408.00,10199.00,10340.00,000,0
^BVSP,D,20030312,000000,10343.00,10579.00,10290.00,10577.00,000,0
^BVSP,D,20030313,000000,10606.00,10840.00,10591.00,10783.00,000,0
^BVSP,D,20030314,000000,10792.00,10924.00,10755.00,10817.00,000,0
^BVSP,D,20030317,000000,10783.00,10940.00,10609.00,10875.00,000,0
^BVSP,D,20030318,000000,10891.00,11192.00,10891.00,11151.00,000,0
^BVSP,D,20030319,000000,11143.00,11143.00,10944.00,11006.00,000,0
^BVSP,D,20030320,000000,10993.00,11174.00,10858.00,11159.00,000,0
^BVSP,D,20030321,000000,11176.00,11413.00,11176.00,11377.00,000,0
^BVSP,D,20030324,000000,11362.00,11362.00,11024.00,11053.00,000,0
^BVSP,D,20030325,000000,11047.00,11243.00,11035.00,11232.00,000,0
^BVSP,D,20030326,000000,11248.00,11296.00,11186.00,11206.00,000,0
^BVSP,D,20030327,000000,11204.00,11262.00,11036.00,11233.00,000,0
^BVSP,D,20030328,000000,11273.00,11421.00,11221.00,11396.00,000,0
^BVSP,D,20030331,000000,11387.00,11387.00,11215.00,11274.00,000,0
^BVSP,D,20030401,000000,11283.00,11617.00,11283.00,11592.00,000,0
^BVSP,D,20030402,000000,11615.00,11998.00,11602.00,11872.00,000,0
^BVSP,D,20030403,000000,11877.00,12132.00,11876.00,12006.00,000,0
^BVSP,D,20030404,000000,12014.00,12135.00,11924.00,12066.00,000,0
^BVSP,D,20030407,000000,12154.00,12436.00,12120.00,12136.00,000,0
^BVSP,D,20030408,000000,12124.00,12136.00,11732.00,11779.00,000,0
^BVSP,D,20030409,000000,11784.00,11904.00,11754.00,11759.00,000,0
^BVSP,D,20030410,000000,11784.00,11819.00,11578.00,11591.00,000,0
^BVSP,D,20030411,000000,11614.00,11753.00,11608.00,11719.00,000,0
^BVSP,D,20030414,000000,11726.00,11889.00,11719.00,11874.00,000,0
^BVSP,D,20030415,000000,11865.00,12111.00,11828.00,12106.00,000,0
^BVSP,D,20030416,000000,12120.00,12245.00,12012.00,12043.00,000,0
^BVSP,D,20030417,000000,12052.00,12432.00,12052.00,12395.00,000,0
^BVSP,D,20030422,000000,12393.00,12502.00,12245.00,12452.00,000,0
^BVSP,D,20030423,000000,12455.00,12455.00,12315.00,12394.00,000,0
^BVSP,D,20030424,000000,12370.00,12383.00,12100.00,12120.00,000,0
^BVSP,D,20030425,000000,12124.00,12185.00,12059.00,12126.00,000,0
^BVSP,D,20030428,000000,12128.00,12480.00,12009.00,12462.00,000,0
^BVSP,D,20030429,000000,12470.00,12820.00,12470.00,12678.00,000,0
^BVSP,D,20030430,000000,12713.00,12746.00,12557.00,12557.00,000,0
^BVSP,D,20030505,000000,12829.00,12870.00,12717.00,12833.00,000,0
^BVSP,D,20030507,000000,12669.00,12981.00,12664.00,12956.00,000,0
^BVSP,D,20030508,000000,12969.00,13028.00,12864.00,12921.00,000,0
^BVSP,D,20030509,000000,12950.00,13247.00,12950.00,13214.00,000,0
^BVSP,D,20030512,000000,13206.00,13345.00,13096.00,13320.00,000,0
^BVSP,D,20030513,000000,13322.00,13565.00,13316.00,13421.00,000,0
^BVSP,D,20030514,000000,13428.00,13483.00,13336.00,13459.00,000,0
^BVSP,D,20030515,000000,13465.00,13465.00,13092.00,13130.00,000,0
^BVSP,D,20030516,000000,13143.00,13225.00,12877.00,13225.00,000,0
^BVSP,D,20030519,000000,13179.00,13182.00,12732.00,12746.00,000,0
^BVSP,D,20030520,000000,12753.00,12753.00,12576.00,12745.00,000,0
^BVSP,D,20030521,000000,12749.00,13077.00,12711.00,13034.00,000,0
^BVSP,D,20030522,000000,13031.00,13173.00,12971.00,13101.00,000,0
^BVSP,D,20030523,000000,13101.00,13246.00,13029.00,13143.00,000,0
^BVSP,D,20030526,000000,13149.00,13239.00,12852.00,12852.00,000,0
^BVSP,D,20030527,000000,12861.00,13321.00,12859.00,13246.00,000,0
^BVSP,D,20030528,000000,13257.00,13427.00,13257.00,13294.00,000,0
^BVSP,D,20030529,000000,13303.00,13507.00,13301.00,13405.00,000,0
^BVSP,D,20030530,000000,13413.00,13541.00,13312.00,13422.00,000,0
^BVSP,D,20030602,000000,13441.00,13505.00,13212.00,13229.00,000,0
^BVSP,D,20030603,000000,13231.00,13350.00,13106.00,13350.00,000,0
^BVSP,D,20030604,000000,13386.00,13760.00,13374.00,13718.00,000,0
^BVSP,D,20030605,000000,13690.00,13908.00,13588.00,13780.00,000,0
^BVSP,D,20030606,000000,13794.00,14071.00,13794.00,13923.00,000,0
^BVSP,D,20030609,000000,13926.00,13979.00,13810.00,13846.00,000,0
^BVSP,D,20030610,000000,13869.00,14072.00,13808.00,13894.00,000,0
^BVSP,D,20030611,000000,13898.00,13930.00,13721.00,13877.00,000,0
^BVSP,D,20030612,000000,13901.00,14007.00,13738.00,13983.00,000,0
^BVSP,D,20030613,000000,13980.00,14047.00,13677.00,13734.00,000,0
^BVSP,D,20030616,000000,13737.00,13963.00,13697.00,13833.00,000,0
^BVSP,D,20030617,000000,13843.00,13973.00,13732.00,13777.00,000,0
^BVSP,D,20030618,000000,13790.00,13890.00,13372.00,13511.00,000,0
^BVSP,D,20030620,000000,13514.00,13514.00,13105.00,13131.00,000,0
^BVSP,D,20030623,000000,13132.00,13273.00,12895.00,12991.00,000,0
^BVSP,D,20030624,000000,12993.00,13204.00,12993.00,13108.00,000,0
^BVSP,D,20030625,000000,13110.00,13286.00,13015.00,13026.00,000,0
^BVSP,D,20030626,000000,13031.00,13237.00,13030.00,13112.00,000,0
^BVSP,D,20030627,000000,13112.00,13193.00,12976.00,13024.00,000,0
^BVSP,D,20030630,000000,13027.00,13066.00,12930.00,12973.00,000,0
^BVSP,D,20030701,000000,12967.00,13291.00,12893.00,13291.00,000,0
^BVSP,D,20030702,000000,13292.00,13376.00,13240.00,13310.00,000,0
^BVSP,D,20030703,000000,13308.00,13309.00,13134.00,13134.00,000,0
^BVSP,D,20030704,000000,13135.00,13292.00,13067.00,13281.00,000,0
^BVSP,D,20030707,000000,13274.00,13444.00,13273.00,13402.00,000,0
^BVSP,D,20030708,000000,13401.00,13619.00,13339.00,13619.00,000,0
^BVSP,D,20030710,000000,13622.00,13622.00,13407.00,13501.00,000,0
^BVSP,D,20030711,000000,13498.00,13522.00,13287.00,13321.00,000,0
^BVSP,D,20030714,000000,13322.00,13635.00,13322.00,13588.00,000,0
^BVSP,D,20030715,000000,13593.00,13736.00,13568.00,13614.00,000,0
^BVSP,D,20030716,000000,13613.00,13633.00,13435.00,13487.00,000,0
^BVSP,D,20030717,000000,13487.00,13636.00,13360.00,13622.00,000,0
^BVSP,D,20030718,000000,13622.00,13809.00,13622.00,13794.00,000,0
^BVSP,D,20030721,000000,13794.00,13859.00,13676.00,13676.00,000,0
^BVSP,D,20030722,000000,13676.00,13867.00,13671.00,13835.00,000,0
^BVSP,D,20030723,000000,13852.00,13942.00,13755.00,13799.00,000,0
^BVSP,D,20030724,000000,13799.00,13947.00,13755.00,13761.00,000,0
^BVSP,D,20030725,000000,13761.00,13868.00,13661.00,13750.00,000,0
^BVSP,D,20030728,000000,13752.00,13783.00,13605.00,13643.00,000,0
^BVSP,D,20030729,000000,13652.00,13704.00,13577.00,13623.00,000,0
^BVSP,D,20030730,000000,13623.00,13698.00,13453.00,13475.00,000,0
^BVSP,D,20030731,000000,13475.00,13615.00,13475.00,13572.00,000,0
^BVSP,D,20030801,000000,13579.00,13579.00,13130.00,13130.00,000,0
^BVSP,D,20030804,000000,13128.00,13128.00,12757.00,12939.00,000,0
^BVSP,D,20030805,000000,12940.00,13112.00,12940.00,13059.00,000,0
^BVSP,D,20030806,000000,13060.00,13188.00,12839.00,12888.00,000,0
^BVSP,D,20030807,000000,12892.00,13350.00,12892.00,13328.00,000,0
^BVSP,D,20030808,000000,13333.00,13513.00,13333.00,13500.00,000,0
^BVSP,D,20030811,000000,13500.00,13582.00,13442.00,13560.00,000,0
^BVSP,D,20030812,000000,13559.00,13766.00,13553.00,13602.00,000,0
^BVSP,D,20030813,000000,13597.00,13858.00,13542.00,13682.00,000,0
^BVSP,D,20030814,000000,13683.00,13849.00,13529.00,13812.00,000,0
^BVSP,D,20030815,000000,13810.00,13952.00,13744.00,13890.00,000,0
^BVSP,D,20030818,000000,13900.00,14147.00,13900.00,14146.00,000,0
^BVSP,D,20030819,000000,14147.00,14236.00,14091.00,14158.00,000,0
^BVSP,D,20030820,000000,14158.00,14506.00,14058.00,14467.00,000,0
^BVSP,D,20030821,000000,14470.00,14687.00,14398.00,14670.00,000,0
^BVSP,D,20030822,000000,14670.00,14765.00,14589.00,14613.00,000,0
^BVSP,D,20030825,000000,14613.00,14714.00,14426.00,14473.00,000,0
^BVSP,D,20030826,000000,14475.00,14948.00,14425.00,14878.00,000,0
^BVSP,D,20030827,000000,14876.00,15143.00,14876.00,15143.00,000,0
^BVSP,D,20030828,000000,15151.00,15252.00,14929.00,15065.00,000,0
^BVSP,D,20030829,000000,15065.00,15197.00,14857.00,15174.00,000,0
^BVSP,D,20030901,000000,15174.00,15374.00,15075.00,15352.00,000,0
^BVSP,D,20030902,000000,15352.00,15475.00,15321.00,15454.00,000,0
^BVSP,D,20030903,000000,15455.00,15690.00,15455.00,15634.00,000,0
^BVSP,D,20030904,000000,15635.00,15884.00,15564.00,15705.00,000,0
^BVSP,D,20030905,000000,15707.00,15951.00,15610.00,15900.00,000,0
^BVSP,D,20030908,000000,15904.00,16239.00,15895.00,16050.00,000,0
^BVSP,D,20030909,000000,16051.00,16062.00,15699.00,15718.00,000,0
^BVSP,D,20030910,000000,15716.00,15997.00,15492.00,15983.00,000,0
^BVSP,D,20030911,000000,15985.00,16454.00,15985.00,16292.00,000,0
^BVSP,D,20030912,000000,16283.00,16508.00,16058.00,16421.00,000,0
^BVSP,D,20030915,000000,16423.00,16601.00,16277.00,16342.00,000,0
^BVSP,D,20030916,000000,16354.00,16496.00,16258.00,16270.00,000,0
^BVSP,D,20030917,000000,16280.00,16492.00,16225.00,16492.00,000,0
^BVSP,D,20030918,000000,16492.00,16911.00,16424.00,16889.00,000,0
^BVSP,D,20030919,000000,16890.00,17104.00,16822.00,16851.00,000,0
^BVSP,D,20030922,000000,16850.00,16850.00,16450.00,16486.00,000,0
^BVSP,D,20030923,000000,16488.00,16542.00,16226.00,16444.00,000,0
^BVSP,D,20030924,000000,16446.00,16636.00,16053.00,16058.00,000,0
^BVSP,D,20030925,000000,16058.00,16203.00,15775.00,15806.00,000,0
^BVSP,D,20030926,000000,15807.00,16113.00,15773.00,15811.00,000,0
^BVSP,D,20030929,000000,15810.00,16115.00,15768.00,16109.00,000,0
^BVSP,D,20030930,000000,16109.00,16287.00,16010.00,16011.00,000,0
^BVSP,D,20031001,000000,16010.00,16609.00,16010.00,16579.00,000,0
^BVSP,D,20031002,000000,16582.00,17070.00,16582.00,16894.00,000,0
^BVSP,D,20031003,000000,16898.00,17290.00,16898.00,17089.00,000,0
^BVSP,D,20031006,000000,17090.00,17346.00,17026.00,17273.00,000,0
^BVSP,D,20031007,000000,17278.00,17537.00,17134.00,17470.00,000,0
^BVSP,D,20031008,000000,17474.00,17952.00,17474.00,17805.00,000,0
^BVSP,D,20031009,000000,17805.00,18060.00,17553.00,17708.00,000,0
^BVSP,D,20031010,000000,17699.00,17834.00,17496.00,17676.00,000,0
^BVSP,D,20031013,000000,17676.00,18075.00,17676.00,18062.00,000,0
^BVSP,D,20031014,000000,18063.00,18246.00,18063.00,18178.00,000,0
^BVSP,D,20031015,000000,18176.00,18313.00,17819.00,17942.00,000,0
^BVSP,D,20031016,000000,17944.00,18075.00,17834.00,17955.00,000,0
^BVSP,D,20031017,000000,17923.00,17946.00,17679.00,17791.00,000,0
^BVSP,D,20031020,000000,17791.00,18399.00,17770.00,18370.00,000,0
^BVSP,D,20031021,000000,18370.00,18660.00,18370.00,18449.00,000,0
^BVSP,D,20031022,000000,18449.00,18449.00,18221.00,18235.00,000,0
^BVSP,D,20031023,000000,18235.00,18235.00,17592.00,17690.00,000,0
^BVSP,D,20031024,000000,17687.00,17835.00,17340.00,17814.00,000,0
^BVSP,D,20031027,000000,17820.00,17964.00,17664.00,17750.00,000,0
^BVSP,D,20031028,000000,17750.00,18228.00,17691.00,18228.00,000,0
^BVSP,D,20031029,000000,18228.00,18454.00,17945.00,17945.00,000,0
^BVSP,D,20031030,000000,17945.00,18193.00,17731.00,18094.00,000,0
^BVSP,D,20031031,000000,18095.00,18218.00,17912.00,17982.00,000,0
^BVSP,D,20031103,000000,17983.00,18517.00,17983.00,18517.00,000,0
^BVSP,D,20031104,000000,18519.00,18714.00,18456.00,18541.00,000,0
^BVSP,D,20031105,000000,18545.00,18563.00,18267.00,18307.00,000,0
^BVSP,D,20031106,000000,18307.00,18680.00,18307.00,18613.00,000,0
^BVSP,D,20031107,000000,18614.00,18907.00,18614.00,18672.00,000,0
^BVSP,D,20031110,000000,18672.00,18725.00,18435.00,18572.00,000,0
^BVSP,D,20031111,000000,18572.00,18572.00,18261.00,18409.00,000,0
^BVSP,D,20031112,000000,18409.00,18812.00,18352.00,18794.00,000,0
^BVSP,D,20031113,000000,18795.00,19115.00,18677.00,18755.00,000,0
^BVSP,D,20031114,000000,18763.00,19052.00,18712.00,18986.00,000,0
^BVSP,D,20031117,000000,18985.00,18985.00,18648.00,18669.00,000,0
^BVSP,D,20031118,000000,18669.00,19022.00,18669.00,18813.00,000,0
^BVSP,D,20031119,000000,18819.00,18857.00,18610.00,18807.00,000,0
^BVSP,D,20031120,000000,18815.00,19262.00,18815.00,19199.00,000,0
^BVSP,D,20031121,000000,19197.00,19376.00,19144.00,19248.00,000,0
^BVSP,D,20031124,000000,19258.00,19730.00,19258.00,19691.00,000,0
^BVSP,D,20031125,000000,19694.00,19820.00,19615.00,19810.00,000,0
^BVSP,D,20031126,000000,19810.00,20002.00,19667.00,19695.00,000,0
^BVSP,D,20031127,000000,19695.00,19961.00,19616.00,19961.00,000,0
^BVSP,D,20031128,000000,19962.00,20188.00,19848.00,20184.00,000,0
^BVSP,D,20031201,000000,20184.00,20522.00,20184.00,20521.00,000,0
^BVSP,D,20031202,000000,20523.00,20630.00,20354.00,20458.00,000,0
^BVSP,D,20031203,000000,20462.00,20586.00,20322.00,20540.00,000,0
^BVSP,D,20031204,000000,20540.00,20570.00,20323.00,20414.00,000,0
^BVSP,D,20031205,000000,20418.00,20922.00,20418.00,20880.00,000,0
^BVSP,D,20031208,000000,20882.00,20937.00,20673.00,20889.00,000,0
^BVSP,D,20031209,000000,20889.00,21363.00,20889.00,21260.00,000,0
^BVSP,D,20031210,000000,21258.00,21394.00,20930.00,20973.00,000,0
^BVSP,D,20031211,000000,20971.00,21459.00,20971.00,21296.00,000,0
^BVSP,D,20031212,000000,21296.00,21514.00,20873.00,20974.00,000,0
^BVSP,D,20031215,000000,20974.00,21381.00,20709.00,20710.00,000,0
^BVSP,D,20031216,000000,20710.00,20842.00,20544.00,20760.00,000,0
^BVSP,D,20031217,000000,20763.00,21318.00,20763.00,21199.00,000,0
^BVSP,D,20031218,000000,21199.00,21502.00,21195.00,21489.00,000,0
^BVSP,D,20031219,000000,21489.00,21671.00,21381.00,21386.00,000,0
^BVSP,D,20031222,000000,21386.00,21630.00,21344.00,21630.00,000,0
^BVSP,D,20031223,000000,21631.00,21914.00,21631.00,21688.00,000,0
^BVSP,D,20031226,000000,21688.00,21829.00,21688.00,21807.00,000,0
^BVSP,D,20031229,000000,21815.00,22046.00,21815.00,22045.00,000,0
^BVSP,D,20031230,000000,22051.00,22310.00,22051.00,22236.00,000,0
^BVSP,D,20040102,000000,22233.00,22450.00,22208.00,22445.00,000,0
^BVSP,D,20040105,000000,22445.00,23532.00,22445.00,23532.00,000,0
^BVSP,D,20040106,000000,23532.00,23976.00,23180.00,23576.00,000,0
^BVSP,D,20040107,000000,23576.00,23899.00,23320.00,23320.00,000,0
^BVSP,D,20040108,000000,23334.00,23718.00,23122.00,23717.00,000,0
^BVSP,D,20040109,000000,23722.00,24088.00,23710.00,23917.00,000,0
^BVSP,D,20040112,000000,23896.00,24323.00,23892.00,24237.00,000,0
^BVSP,D,20040113,000000,24237.00,24518.00,23867.00,23940.00,000,0
^BVSP,D,20040114,000000,23947.00,24010.00,22878.00,23399.00,000,0
^BVSP,D,20040115,000000,23400.00,23400.00,22962.00,22962.00,000,0
^BVSP,D,20040116,000000,22964.00,23243.00,22687.00,23155.00,000,0
^BVSP,D,20040119,000000,23162.00,23493.00,23090.00,23385.00,000,0
^BVSP,D,20040120,000000,23382.00,23724.00,23382.00,23679.00,000,0
^BVSP,D,20040121,000000,23680.00,23680.00,23213.00,23302.00,000,0
^BVSP,D,20040122,000000,23299.00,23299.00,22682.00,22969.00,000,0
^BVSP,D,20040123,000000,22969.00,23515.00,22740.00,23471.00,000,0
^BVSP,D,20040126,000000,23471.00,24350.00,23471.00,24350.00,000,0
^BVSP,D,20040127,000000,24355.00,24473.00,23908.00,24226.00,000,0
^BVSP,D,20040128,000000,24226.00,24460.00,23787.00,23852.00,000,0
^BVSP,D,20040129,000000,23849.00,23859.00,22300.00,22386.00,000,0
^BVSP,D,20040130,000000,22384.00,22615.00,21649.00,21851.00,000,0
^BVSP,D,20040202,000000,21842.00,21867.00,21336.00,21787.00,000,0
^BVSP,D,20040203,000000,21794.00,22287.00,21794.00,22281.00,000,0
^BVSP,D,20040204,000000,22289.00,22718.00,21555.00,21685.00,000,0
^BVSP,D,20040205,000000,21685.00,21909.00,21077.00,21092.00,000,0
^BVSP,D,20040206,000000,21092.00,21969.00,20598.00,21969.00,000,0
^BVSP,D,20040209,000000,21970.00,22493.00,21853.00,21962.00,000,0
^BVSP,D,20040210,000000,21936.00,22216.00,21694.00,22171.00,000,0
^BVSP,D,20040211,000000,22173.00,23241.00,22057.00,23197.00,000,0
^BVSP,D,20040212,000000,23197.00,23374.00,22929.00,23063.00,000,0
^BVSP,D,20040213,000000,23067.00,23230.00,22188.00,22530.00,000,0
^BVSP,D,20040216,000000,22530.00,22530.00,21901.00,22189.00,000,0
^BVSP,D,20040217,000000,22195.00,22520.00,22017.00,22426.00,000,0
^BVSP,D,20040218,000000,22430.00,22668.00,21899.00,22000.00,000,0
^BVSP,D,20040219,000000,21998.00,21998.00,20877.00,20951.00,000,0
^BVSP,D,20040220,000000,20949.00,21342.00,20092.00,21337.00,000,0
^BVSP,D,20040225,000000,21341.00,21732.00,21341.00,21609.00,000,0
^BVSP,D,20040226,000000,21608.00,21608.00,21180.00,21450.00,000,0
^BVSP,D,20040227,000000,21455.00,21755.00,21448.00,21755.00,000,0
^BVSP,D,20040301,000000,21761.00,22528.00,21761.00,22499.00,000,0
^BVSP,D,20040302,000000,22496.00,22714.00,21942.00,22442.00,000,0
^BVSP,D,20040303,000000,22442.00,22801.00,22191.00,22550.00,000,0
^BVSP,D,20040304,000000,22542.00,22753.00,22256.00,22393.00,000,0
^BVSP,D,20040305,000000,22397.00,22937.00,22349.00,22873.00,000,0
^BVSP,D,20040308,000000,22874.00,23373.00,22874.00,22993.00,000,0
^BVSP,D,20040309,000000,22993.00,23094.00,22503.00,22674.00,000,0
^BVSP,D,20040310,000000,22674.00,22674.00,21670.00,21670.00,000,0
^BVSP,D,20040311,000000,21673.00,21750.00,20756.00,20763.00,000,0
^BVSP,D,20040312,000000,20770.00,21800.00,20770.00,21776.00,000,0
^BVSP,D,20040315,000000,21776.00,21836.00,21162.00,21234.00,000,0
^BVSP,D,20040316,000000,21234.00,21647.00,21234.00,21613.00,000,0
^BVSP,D,20040317,000000,21620.00,22034.00,21620.00,21901.00,000,0
^BVSP,D,20040318,000000,21901.00,22411.00,21679.00,22370.00,000,0
^BVSP,D,20040319,000000,22370.00,22470.00,22217.00,22261.00,000,0
^BVSP,D,20040322,000000,22248.00,22248.00,21569.00,21663.00,000,0
^BVSP,D,20040323,000000,21663.00,21832.00,21205.00,21205.00,000,0
^BVSP,D,20040324,000000,21202.00,21317.00,20834.00,20985.00,000,0
^BVSP,D,20040325,000000,20985.00,21323.00,20857.00,21000.00,000,0
^BVSP,D,20040326,000000,21001.00,21651.00,21001.00,21541.00,000,0
^BVSP,D,20040329,000000,21544.00,21817.00,21435.00,21531.00,000,0
^BVSP,D,20040330,000000,21531.00,22045.00,21531.00,22043.00,000,0
^BVSP,D,20040331,000000,22042.00,22256.00,21873.00,22142.00,000,0
^BVSP,D,20040401,000000,22142.00,22769.00,22142.00,22647.00,000,0
^BVSP,D,20040402,000000,22650.00,23034.00,22629.00,22949.00,000,0
^BVSP,D,20040405,000000,22949.00,23260.00,22773.00,23146.00,000,0
^BVSP,D,20040406,000000,23146.00,23179.00,22859.00,23072.00,000,0
^BVSP,D,20040407,000000,23061.00,23061.00,22443.00,22443.00,000,0
^BVSP,D,20040408,000000,22451.00,22740.00,22307.00,22725.00,000,0
^BVSP,D,20040412,000000,22725.00,22970.00,22496.00,22780.00,000,0
^BVSP,D,20040413,000000,22777.00,22995.00,22555.00,22620.00,000,0
^BVSP,D,20040414,000000,22618.00,22618.00,22165.00,22312.00,000,0
^BVSP,D,20040415,000000,22312.00,22312.00,21483.00,21739.00,000,0
^BVSP,D,20040416,000000,21727.00,21938.00,21592.00,21769.00,000,0
^BVSP,D,20040419,000000,21773.00,21864.00,21417.00,21627.00,000,0
^BVSP,D,20040420,000000,21627.00,21665.00,21068.00,21078.00,000,0
^BVSP,D,20040422,000000,21078.00,21182.00,20732.00,21142.00,000,0
^BVSP,D,20040423,000000,21142.00,21625.00,21142.00,21590.00,000,0
^BVSP,D,20040426,000000,21588.00,21778.00,21286.00,21324.00,000,0
^BVSP,D,20040427,000000,21324.00,21715.00,21254.00,21317.00,000,0
^BVSP,D,20040428,000000,21317.00,21374.00,20474.00,20474.00,000,0
^BVSP,D,20040429,000000,20481.00,20756.00,19676.00,19865.00,000,0
^BVSP,D,20040430,000000,19871.00,20172.00,19508.00,19607.00,000,0
^BVSP,D,20040503,000000,19622.00,19777.00,19086.00,19709.00,000,0
^BVSP,D,20040504,000000,19709.00,20195.00,19709.00,19988.00,000,0
^BVSP,D,20040505,000000,20013.00,20342.00,19835.00,20026.00,000,0
^BVSP,D,20040506,000000,20019.00,20019.00,19189.00,19190.00,000,0
^BVSP,D,20040507,000000,19184.00,19184.00,18573.00,18620.00,000,0
^BVSP,D,20040510,000000,18616.00,18616.00,17601.00,17604.00,000,0
^BVSP,D,20040511,000000,17607.00,18583.00,17607.00,18537.00,000,0
^BVSP,D,20040512,000000,18543.00,18745.00,17885.00,18326.00,000,0
^BVSP,D,20040513,000000,18326.00,18619.00,17902.00,18402.00,000,0
^BVSP,D,20040514,000000,18421.00,18952.00,18421.00,18611.00,000,0
^BVSP,D,20040517,000000,18609.00,18609.00,17973.00,18122.00,000,0
^BVSP,D,20040518,000000,18125.00,18610.00,18125.00,18556.00,000,0
^BVSP,D,20040519,000000,18602.00,19120.00,18602.00,18688.00,000,0
^BVSP,D,20040520,000000,18688.00,18688.00,18229.00,18240.00,000,0
^BVSP,D,20040521,000000,18239.00,18387.00,18041.00,18285.00,000,0
^BVSP,D,20040524,000000,18288.00,18670.00,18288.00,18669.00,000,0
^BVSP,D,20040525,000000,18675.00,18869.00,18590.00,18860.00,000,0
^BVSP,D,20040526,000000,18860.00,19079.00,18737.00,19069.00,000,0
^BVSP,D,20040527,000000,19069.00,19763.00,19061.00,19734.00,000,0
^BVSP,D,20040528,000000,19734.00,19991.00,19580.00,19667.00,000,0
^BVSP,D,20040531,000000,19672.00,19769.00,19421.00,19545.00,000,0
^BVSP,D,20040601,000000,19545.00,19613.00,19177.00,19546.00,000,0
^BVSP,D,20040602,000000,19553.00,19923.00,19553.00,19717.00,000,0
^BVSP,D,20040603,000000,19723.00,19776.00,19332.00,19400.00,000,0
^BVSP,D,20040604,000000,19404.00,19902.00,19404.00,19819.00,000,0
