<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^BVSP,D,20100317,000000,69945.00,70424.00,69376.00,69723.00,1372000,0
^BVSP,D,20100318,000000,69726.00,70128.00,68972.00,69697.00,1656200,0
^BVSP,D,20100319,000000,69701.00,69998.00,68773.00,68829.00,1957400,0
^BVSP,D,20100322,000000,68814.00,69121.00,67899.00,69042.00,1395200,0
^BVSP,D,20100323,000000,69049.00,69613.00,68913.00,69387.00,1606600,0
^BVSP,D,20100324,000000,69382.00,69677.00,68744.00,68913.00,1597400,0
^BVSP,D,20100325,000000,68916.00,69572.00,68377.00,68442.00,1478400,0
^BVSP,D,20100326,000000,68442.00,68910.00,68024.00,68683.00,1771400,0
^BVSP,D,20100329,000000,68681.00,69943.00,68681.00,69939.00,1528000,0
^BVSP,D,20100330,000000,69942.00,70451.00,69750.00,69960.00,1490000,0
^BVSP,D,20100331,000000,69960.00,70392.00,69573.00,70372.00,1676800,0
^BVSP,D,20100401,000000,70375.00,71401.00,70373.00,71136.00,1552800,0
^BVSP,D,20100405,000000,71148.00,71645.00,71148.00,71290.00,1316000,0
^BVSP,D,20100406,000000,71290.00,71711.00,70823.00,71096.00,1697000,0
^BVSP,D,20100407,000000,71092.00,71257.00,70531.00,70793.00,1720400,0
^BVSP,D,20100408,000000,70793.00,71805.00,70462.00,71785.00,1701800,0
^BVSP,D,20100409,000000,71783.00,71989.00,71307.00,71417.00,1680000,0
^BVSP,D,20100412,000000,71414.00,71607.00,70505.00,70614.00,1471600,0
^BVSP,D,20100413,000000,70618.00,71053.00,70169.00,70792.00,1634200,0
^BVSP,D,20100414,000000,70794.00,71207.00,70628.00,71035.00,1758800,0
^BVSP,D,20100415,000000,71036.00,71066.00,70429.00,70524.00,2264600,0
^BVSP,D,20100416,000000,70522.00,70522.00,69013.00,69421.00,2043800,0
^BVSP,D,20100419,000000,69418.00,69431.00,68378.00,69098.00,1722000,0
^BVSP,D,20100420,000000,69101.00,69702.00,69101.00,69318.00,1750200,0
^BVSP,D,20100422,000000,69313.00,69528.00,68081.00,69386.00,1787200,0
^BVSP,D,20100423,000000,69388.00,69709.00,68832.00,69509.00,1366800,0
^BVSP,D,20100426,000000,69509.00,69810.00,68813.00,68872.00,1179400,0
^BVSP,D,20100427,000000,68868.00,68868.00,66499.00,66511.00,2062200,0
^BVSP,D,20100428,000000,66513.00,67253.00,65914.00,66656.00,1855600,0
^BVSP,D,20100429,000000,66661.00,68012.00,66661.00,67978.00,1609400,0
^BVSP,D,20100430,000000,67975.00,67975.00,67243.00,67530.00,2120200,0
^BVSP,D,20100503,000000,67534.00,67969.00,66723.00,67119.00,1776000,0
^BVSP,D,20100504,000000,67116.00,67116.00,64588.00,64869.00,2820000,0
^BVSP,D,20100505,000000,64859.00,65612.00,63533.00,64914.00,2681200,0
^BVSP,D,20100506,000000,64915.00,65533.00,60774.00,63414.00,3207600,0
^BVSP,D,20100507,000000,63416.00,63945.00,61663.00,62871.00,2903400,0
^BVSP,D,20100510,000000,62872.00,66083.00,62872.00,65453.00,2377400,0
^BVSP,D,20100511,000000,65449.00,65733.00,64425.00,64425.00,2401600,0
^BVSP,D,20100512,000000,64438.00,65351.00,64438.00,65224.00,1981400,0
^BVSP,D,20100513,000000,65223.00,65427.00,64738.00,64788.00,1798200,0
^BVSP,D,20100514,000000,64787.00,64787.00,63050.00,63412.00,2220800,0
^BVSP,D,20100517,000000,63406.00,63593.00,61825.00,62866.00,2746000,0
^BVSP,D,20100518,000000,62871.00,63529.00,60810.00,60841.00,2787000,0
^BVSP,D,20100519,000000,60841.00,60850.00,59068.00,59689.00,3203000,0
^BVSP,D,20100520,000000,59684.00,59684.00,57634.00,58192.00,3369200,0
^BVSP,D,20100521,000000,58192.00,60303.00,57997.00,60259.00,2558200,0
^BVSP,D,20100524,000000,60255.00,60850.00,59815.00,59915.00,1792600,0
^BVSP,D,20100525,000000,59912.00,59912.00,57876.00,59184.00,2477800,0
^BVSP,D,20100526,000000,59182.00,60701.00,59179.00,60190.00,3638600,0
^BVSP,D,20100527,000000,60191.00,62262.00,60189.00,62092.00,2388000,0
^BVSP,D,20100528,000000,62080.00,62247.00,61305.00,61947.00,2081600,0
^BVSP,D,20100531,000000,61950.00,63047.00,61950.00,63047.00,1197600,0
^BVSP,D,20100601,000000,63033.00,63033.00,61605.00,61841.00,2253800,0
^BVSP,D,20100602,000000,61836.00,63198.00,61814.00,62943.00,1878400,0
^BVSP,D,20100604,000000,62940.00,62940.00,61422.00,61676.00,1691000,0
^BVSP,D,20100607,000000,61675.00,62119.00,61099.00,61183.00,1627000,0
^BVSP,D,20100608,000000,61187.00,62000.00,61187.00,61856.00,1605200,0
^BVSP,D,20100609,000000,61799.00,62684.00,61479.00,61479.00,1736400,0
^BVSP,D,20100610,000000,61484.00,63146.00,61484.00,63049.00,1717000,0
^BVSP,D,20100611,000000,63044.00,63766.00,62371.00,63605.00,1345800,0
^BVSP,D,20100614,000000,63613.00,64296.00,63529.00,63533.00,1793600,0
^BVSP,D,20100615,000000,63534.00,64554.00,63534.00,64442.00,1267200,0
^BVSP,D,20100616,000000,64442.00,65097.00,63974.00,64751.00,2441000,0
^BVSP,D,20100617,000000,64745.00,65182.00,64115.00,64541.00,1888800,0
^BVSP,D,20100618,000000,64542.00,64941.00,64239.00,64438.00,1871800,0
^BVSP,D,20100621,000000,64442.00,65517.00,64442.00,64829.00,1623000,0
^BVSP,D,20100622,000000,64834.00,65831.00,64690.00,64811.00,1931800,0
^BVSP,D,20100623,000000,64812.00,65161.00,64247.00,65160.00,1762200,0
^BVSP,D,20100624,000000,65154.00,65154.00,63736.00,63937.00,1786400,0
^BVSP,D,20100625,000000,63937.00,64869.00,63806.00,64824.00,1257200,0
^BVSP,D,20100628,000000,64825.00,65105.00,64225.00,64225.00,943200,0
^BVSP,D,20100629,000000,64216.00,64216.00,61670.00,61978.00,2196000,0
^BVSP,D,20100630,000000,61972.00,62645.00,60936.00,60936.00,1958400,0
^BVSP,D,20100701,000000,60935.00,61381.00,60056.00,61236.00,2130000,0
^BVSP,D,20100702,000000,61236.00,61812.00,60764.00,61430.00,1143800,0
^BVSP,D,20100705,000000,61436.00,61667.00,60796.00,60865.00,760000,0
^BVSP,D,20100706,000000,60870.00,62451.00,60870.00,62065.00,1786600,0
^BVSP,D,20100707,000000,62067.00,63313.00,62004.00,63284.00,1732200,0
^BVSP,D,20100708,000000,63282.00,63596.00,62895.00,63476.00,1658000,0
^BVSP,D,20100712,000000,63477.00,63972.00,62750.00,62960.00,1229000,0
^BVSP,D,20100713,000000,62964.00,63777.00,62964.00,63686.00,1583800,0
^BVSP,D,20100714,000000,63686.00,63688.00,63015.00,63479.00,1450400,0
^BVSP,D,20100715,000000,63482.00,63612.00,62960.00,63489.00,1564800,0
^BVSP,D,20100716,000000,63487.00,63492.00,62298.00,62339.00,1326400,0
^BVSP,D,20100719,000000,62351.00,63300.00,62351.00,63297.00,1276400,0
^BVSP,D,20100720,000000,63290.00,64481.00,62902.00,64463.00,2429400,0
^BVSP,D,20100721,000000,64468.00,65136.00,64209.00,64477.00,1821800,0
^BVSP,D,20100722,000000,64504.00,66213.00,64504.00,65748.00,2320600,0
^BVSP,D,20100723,000000,65748.00,66323.00,65427.00,66323.00,1540000,0
^BVSP,D,20100726,000000,66322.00,66619.00,66151.00,66443.00,1234400,0
^BVSP,D,20100727,000000,66449.00,67102.00,66293.00,66674.00,1601800,0
^BVSP,D,20100728,000000,66670.00,67051.00,66427.00,66808.00,1939400,0
^BVSP,D,20100729,000000,66796.00,67428.00,66596.00,66954.00,2160200,0
^BVSP,D,20100730,000000,66951.00,67608.00,66218.00,67515.00,2088400,0
^BVSP,D,20100802,000000,67524.00,68754.00,67524.00,68517.00,1766600,0
^BVSP,D,20100803,000000,68517.00,68561.00,67942.00,67997.00,1900000,0
^BVSP,D,20100804,000000,67996.00,68534.00,67577.00,68272.00,1875200,0
^BVSP,D,20100805,000000,68271.00,68471.00,68002.00,68412.00,1611600,0
^BVSP,D,20100806,000000,68416.00,68509.00,67686.00,68095.00,1513200,0
^BVSP,D,20100809,000000,68096.00,68513.00,67749.00,67862.00,1254800,0
^BVSP,D,20100810,000000,67836.00,67836.00,66946.00,67223.00,1625400,0
^BVSP,D,20100811,000000,67217.00,67217.00,65690.00,65790.00,1732800,0
^BVSP,D,20100812,000000,65788.00,66027.00,65257.00,65966.00,1546600,0
^BVSP,D,20100813,000000,65964.00,66590.00,65921.00,66264.00,1841200,0
^BVSP,D,20100816,000000,66260.00,66868.00,66187.00,66702.00,1394800,0
^BVSP,D,20100817,000000,66702.00,67666.00,66702.00,67584.00,1747000,0
^BVSP,D,20100818,000000,67584.00,67745.00,67006.00,67638.00,2367000,0
^BVSP,D,20100819,000000,67641.00,67713.00,66824.00,66887.00,1920000,0
^BVSP,D,20100820,000000,66892.00,66892.00,66337.00,66677.00,1414600,0
^BVSP,D,20100823,000000,66678.00,67175.00,65982.00,65982.00,1379600,0
^BVSP,D,20100824,000000,65946.00,65946.00,65013.00,65156.00,1604200,0
^BVSP,D,20100825,000000,65156.00,65156.00,64164.00,64803.00,1753000,0
^BVSP,D,20100826,000000,64802.00,65271.00,63804.00,63867.00,1773400,0
^BVSP,D,20100827,000000,63875.00,65589.00,63848.00,65585.00,1764000,0
^BVSP,D,20100830,000000,65585.00,65585.00,64255.00,64261.00,1286400,0
^BVSP,D,20100831,000000,64262.00,65182.00,64202.00,65145.00,3284800,0
^BVSP,D,20100901,000000,65154.00,67073.00,65154.00,67073.00,2509000,0
^BVSP,D,20100902,000000,67073.00,67168.00,66405.00,66808.00,1601200,0
^BVSP,D,20100903,000000,66812.00,67673.00,66541.00,66679.00,2019200,0
^BVSP,D,20100906,000000,66679.00,66949.00,66380.00,66747.00,651400,0
^BVSP,D,20100908,000000,66739.00,66739.00,66101.00,66407.00,1716000,0
^BVSP,D,20100909,000000,66411.00,66807.00,66353.00,66624.00,1438800,0
^BVSP,D,20100910,000000,66622.00,66920.00,66459.00,66807.00,1561000,0
^BVSP,D,20100913,000000,66807.00,68142.00,66807.00,68031.00,2144400,0
^BVSP,D,20100914,000000,68030.00,68093.00,67561.00,67692.00,2594000,0
^BVSP,D,20100915,000000,67690.00,68107.00,67119.00,68107.00,2234200,0
^BVSP,D,20100916,000000,68103.00,68103.00,67507.00,67663.00,1464400,0
^BVSP,D,20100917,000000,67665.00,67773.00,66993.00,67089.00,1629400,0
^BVSP,D,20100920,000000,67087.00,68241.00,67009.00,68190.00,1775200,0
^BVSP,D,20100921,000000,68189.00,68255.00,67528.00,67719.00,1734000,0
^BVSP,D,20100922,000000,67711.00,68549.00,67346.00,68325.00,2495200,0
^BVSP,D,20100923,000000,68321.00,69601.00,67892.00,68794.00,3305200,0
^BVSP,D,20100924,000000,68800.00,69571.00,68021.00,68196.00,3441000,0
^BVSP,D,20100927,000000,68197.00,68926.00,68011.00,68816.00,2138600,0
^BVSP,D,20100928,000000,68817.00,69431.00,68455.00,69228.00,1851800,0
^BVSP,D,20100929,000000,69225.00,69420.00,68958.00,69228.00,3067200,0
^BVSP,D,20100930,000000,69230.00,69737.00,68924.00,69430.00,2466200,0
^BVSP,D,20101001,000000,69438.00,70243.00,69228.00,70229.00,2452600,0
^BVSP,D,20101004,000000,70230.00,70551.00,70089.00,70385.00,1876800,0
^BVSP,D,20101005,000000,70390.00,71285.00,70390.00,71283.00,2713000,0
^BVSP,D,20101006,000000,71284.00,71290.00,70343.00,70541.00,2780600,0
^BVSP,D,20101007,000000,70545.00,70739.00,69314.00,69918.00,2587200,0
^BVSP,D,20101008,000000,69921.00,70828.00,69698.00,70809.00,2136000,0
^BVSP,D,20101011,000000,70810.00,71111.00,70810.00,70946.00,1169000,0
^BVSP,D,20101013,000000,70950.00,71995.00,70950.00,71675.00,2985000,0
^BVSP,D,20101014,000000,71676.00,71961.00,71264.00,71692.00,2633000,0
^BVSP,D,20101015,000000,71699.00,72140.00,71351.00,71830.00,2015200,0
^BVSP,D,20101018,000000,71830.00,71884.00,71341.00,71736.00,2111600,0
^BVSP,D,20101019,000000,71735.00,71735.00,69628.00,69864.00,2495200,0
^BVSP,D,20101020,000000,69863.00,70720.00,69814.00,70405.00,2407200,0
^BVSP,D,20101021,000000,70406.00,70958.00,68952.00,69652.00,2587800,0
^BVSP,D,20101022,000000,69658.00,70312.00,68847.00,69530.00,2421600,0
^BVSP,D,20101025,000000,69536.00,70231.00,69451.00,69580.00,3836000,0
^BVSP,D,20101026,000000,69582.00,70834.00,69055.00,70740.00,2576800,0
^BVSP,D,20101027,000000,70735.00,70844.00,70059.00,70569.00,2202600,0
^BVSP,D,20101028,000000,70573.00,71263.00,70234.00,70320.00,2230200,0
^BVSP,D,20101029,000000,70322.00,70776.00,70322.00,70673.00,2208800,0
^BVSP,D,20101101,000000,70686.00,71751.00,70673.00,71561.00,1555000,0
^BVSP,D,20101103,000000,71560.00,72110.00,71510.00,71905.00,2145800,0
^BVSP,D,20101104,000000,71910.00,73103.00,71910.00,72996.00,2175800,0
^BVSP,D,20101105,000000,72987.00,72987.00,72534.00,72607.00,1732000,0
^BVSP,D,20101108,000000,72607.00,72875.00,72336.00,72657.00,1077600,0
^BVSP,D,20101109,000000,72654.00,73045.00,71651.00,71679.00,1505000,0
^BVSP,D,20101110,000000,71674.00,71854.00,70868.00,71638.00,000,0
^BVSP,D,20101111,000000,71639.00,71639.00,70941.00,71195.00,1353200,0
^BVSP,D,20101112,000000,71191.00,71191.00,70004.00,70367.00,1188600,0
^BVSP,D,20101116,000000,70364.00,70364.00,68662.00,69192.00,2240800,0
^BVSP,D,20101117,000000,69189.00,70080.00,69187.00,69709.00,000,0
^BVSP,D,20101118,000000,69716.00,70904.00,69716.00,70781.00,1881600,0
^BVSP,D,20101119,000000,70774.00,70898.00,70236.00,70898.00,1506400,0
^BVSP,D,20101122,000000,70898.00,70898.00,69202.00,69633.00,1739200,0
^BVSP,D,20101123,000000,69629.00,69629.00,67728.00,67953.00,2080600,0
^BVSP,D,20101124,000000,67955.00,69746.00,67955.00,69629.00,1990600,0
^BVSP,D,20101125,000000,69634.00,69780.00,69362.00,69362.00,981600,0
^BVSP,D,20101126,000000,69349.00,69349.00,68219.00,68226.00,1564800,0
^BVSP,D,20101129,000000,68218.00,68422.00,67103.00,67908.00,1777800,0
^BVSP,D,20101130,000000,67901.00,68476.00,67271.00,67705.00,2159200,0
^BVSP,D,20101201,000000,67731.00,69605.00,67731.00,69346.00,000,0
^BVSP,D,20101202,000000,69341.00,69943.00,69219.00,69527.00,2111800,0
^BVSP,D,20101203,000000,69529.00,69963.00,68943.00,69766.00,2828000,0
^BVSP,D,20101206,000000,69759.00,69932.00,69378.00,69552.00,000,0
^BVSP,D,20101207,000000,69563.00,70589.00,69338.00,69338.00,000,0
^BVSP,D,20101208,000000,69338.00,69354.00,68046.00,68175.00,2671600,0
^BVSP,D,20101209,000000,68173.00,68561.00,67563.00,67879.00,2447200,0
^BVSP,D,20101210,000000,67889.00,68514.00,67866.00,68342.00,000,0
^BVSP,D,20101213,000000,68342.00,69221.00,68342.00,69126.00,000,0
^BVSP,D,20101214,000000,69127.00,69127.00,68531.00,68743.00,000,0
^BVSP,D,20101215,000000,68741.00,68741.00,67711.00,67870.00,2962400,0
^BVSP,D,20101216,000000,67875.00,68377.00,67138.00,67306.00,2401400,0
^BVSP,D,20101217,000000,67304.00,67981.00,66948.00,67981.00,000,0
^BVSP,D,20101220,000000,67979.00,68196.00,67264.00,67264.00,2352800,0
^BVSP,D,20101221,000000,67261.00,68461.00,67261.00,68215.00,1897400,0
^BVSP,D,20101222,000000,68218.00,68472.00,67727.00,68471.00,1656800,0
^BVSP,D,20101223,000000,68470.00,68562.00,68250.00,68486.00,1229400,0
^BVSP,D,20101227,000000,68476.00,68476.00,67803.00,67803.00,1035400,0
^BVSP,D,20101228,000000,67810.00,68104.00,67810.00,68041.00,000,0
^BVSP,D,20101229,000000,68043.00,69040.00,68043.00,68952.00,1307800,0
^BVSP,D,20101230,000000,68953.00,69527.00,68940.00,69305.00,2102200,0
^BVSP,D,20110103,000000,69310.00,70471.00,69305.00,69962.00,1862400,0
^BVSP,D,20110104,000000,69962.00,70318.00,69560.00,70318.00,2427200,0
^BVSP,D,20110105,000000,70311.00,71173.00,69802.00,71091.00,2309200,0
^BVSP,D,20110106,000000,71093.00,71167.00,70469.00,70579.00,2546000,0
^BVSP,D,20110107,000000,70580.00,70783.00,69718.00,70057.00,1761000,0
^BVSP,D,20110110,000000,70056.00,70133.00,69666.00,70127.00,1610800,0
^BVSP,D,20110111,000000,70146.00,70647.00,70145.00,70423.00,2138000,0
^BVSP,D,20110112,000000,70429.00,71633.00,70429.00,71633.00,2516000,0
^BVSP,D,20110113,000000,71631.00,71924.00,70719.00,70721.00,2237800,0
^BVSP,D,20110114,000000,70723.00,71184.00,70397.00,70940.00,1806600,0
^BVSP,D,20110117,000000,70940.00,70940.00,70544.00,70609.00,1538600,0
^BVSP,D,20110118,000000,70612.00,71094.00,70612.00,70920.00,1877400,0
^BVSP,D,20110119,000000,70921.00,71190.00,69966.00,70058.00,1884800,0
^BVSP,D,20110120,000000,70056.00,70083.00,69177.00,69562.00,2169600,0
^BVSP,D,20110121,000000,69560.00,70027.00,69095.00,69133.00,2071800,0
^BVSP,D,20110124,000000,69134.00,69513.00,68786.00,69427.00,1474400,0
^BVSP,D,20110126,000000,69427.00,69556.00,68515.00,68709.00,2542400,0
^BVSP,D,20110127,000000,68717.00,69108.00,67775.00,68051.00,2304400,0
^BVSP,D,20110128,000000,68051.00,68182.00,65898.00,66698.00,2544000,0
^BVSP,D,20110131,000000,66697.00,67166.00,66271.00,66575.00,2253800,0
^BVSP,D,20110201,000000,66575.00,67922.00,66575.00,67847.00,2114000,0
^BVSP,D,20110202,000000,67844.00,68012.00,66643.00,66688.00,2551400,0
^BVSP,D,20110203,000000,66688.00,66849.00,66091.00,66765.00,2380800,0
^BVSP,D,20110204,000000,66752.00,66946.00,65160.00,65269.00,2676800,0
^BVSP,D,20110207,000000,65272.00,65893.00,64916.00,65362.00,1980400,0
^BVSP,D,20110208,000000,65359.00,66238.00,65110.00,65771.00,2764000,0
^BVSP,D,20110209,000000,65767.00,65767.00,64016.00,64218.00,2811400,0
^BVSP,D,20110210,000000,64217.00,65106.00,64185.00,64578.00,2356400,0
^BVSP,D,20110211,000000,64582.00,65890.00,64562.00,65756.00,2396400,0
^BVSP,D,20110214,000000,65751.00,66743.00,65462.00,66558.00,1945000,0
^BVSP,D,20110215,000000,66558.00,66861.00,66117.00,66341.00,2355400,0
^BVSP,D,20110216,000000,66342.00,67793.00,66342.00,67571.00,2672400,0
^BVSP,D,20110217,000000,67580.00,67876.00,67107.00,67685.00,2147800,0
^BVSP,D,20110218,000000,67685.00,68226.00,67386.00,68067.00,1944000,0
^BVSP,D,20110221,000000,68067.00,68067.00,67085.00,67259.00,1453000,0
^BVSP,D,20110222,000000,67255.00,67570.00,66342.00,66440.00,3045400,0
^BVSP,D,20110223,000000,66440.00,67266.00,66049.00,66910.00,3335000,0
^BVSP,D,20110224,000000,66909.00,67344.00,66693.00,66949.00,2699200,0
^BVSP,D,20110225,000000,66952.00,67632.00,66331.00,66903.00,2394600,0
^BVSP,D,20110228,000000,66909.00,67458.00,66687.00,67383.00,2640400,0
^BVSP,D,20110301,000000,67381.00,67708.00,66243.00,66243.00,2166400,0
^BVSP,D,20110302,000000,66242.00,67282.00,66101.00,67282.00,2518600,0
^BVSP,D,20110303,000000,67284.00,68188.00,67284.00,68146.00,2254600,0
^BVSP,D,20110304,000000,68138.00,68220.00,67514.00,68012.00,1840000,0
^BVSP,D,20110309,000000,68010.00,68057.00,67109.00,67264.00,1407600,0
^BVSP,D,20110310,000000,67256.00,67256.00,65854.00,66041.00,2375000,0
^BVSP,D,20110311,000000,66041.00,67014.00,65559.00,66685.00,2491000,0
^BVSP,D,20110314,000000,66684.00,67333.00,66088.00,67169.00,1874200,0
^BVSP,D,20110315,000000,67168.00,67168.00,65463.00,67005.00,2852200,0
^BVSP,D,20110316,000000,67011.00,67502.00,65663.00,66003.00,3056800,0
^BVSP,D,20110317,000000,66017.00,66950.00,66015.00,66216.00,1985000,0
^BVSP,D,20110318,000000,66217.00,67384.00,66217.00,66880.00,2842800,0
^BVSP,D,20110321,000000,66887.00,67676.00,66656.00,66690.00,2557400,0
^BVSP,D,20110322,000000,66684.00,67631.00,66531.00,67578.00,2357800,0
^BVSP,D,20110323,000000,67570.00,67918.00,67317.00,67796.00,2145600,0
^BVSP,D,20110324,000000,67799.00,68009.00,67406.00,67533.00,1819800,0
^BVSP,D,20110325,000000,67528.00,68256.00,67497.00,67766.00,2223800,0
^BVSP,D,20110328,000000,67767.00,68070.00,67193.00,67193.00,1444400,0
^BVSP,D,20110329,000000,67194.00,67862.00,67046.00,67419.00,1768200,0
^BVSP,D,20110330,000000,67423.00,68004.00,67423.00,67997.00,1859800,0
^BVSP,D,20110331,000000,68000.00,68606.00,68000.00,68587.00,2124400,0
^BVSP,D,20110401,000000,68588.00,69387.00,68588.00,69268.00,2397400,0
^BVSP,D,20110404,000000,69270.00,69787.00,69270.00,69704.00,1200,0
^BVSP,D,20110405,000000,69704.00,70047.00,69465.00,69838.00,000,0
^BVSP,D,20110406,000000,69841.00,70108.00,68954.00,69037.00,000,0
^BVSP,D,20110407,000000,69040.00,69334.00,68695.00,69176.00,000,0
^BVSP,D,20110408,000000,69180.00,69430.00,68472.00,68718.00,2111400,0
^BVSP,D,20110411,000000,68719.00,69177.00,68029.00,68164.00,2173800,0
^BVSP,D,20110412,000000,68153.00,68153.00,66721.00,66896.00,2525800,0
^BVSP,D,20110413,000000,66909.00,67411.00,66251.00,66486.00,2515200,0
^BVSP,D,20110414,000000,66483.00,67042.00,66090.00,66279.00,2259000,0
^BVSP,D,20110415,000000,66281.00,66765.00,65832.00,66684.00,2145800,0
^BVSP,D,20110418,000000,66689.00,66706.00,65158.00,65415.00,3060400,0
^BVSP,D,20110419,000000,65417.00,66257.00,65417.00,66158.00,2214400,0
^BVSP,D,20110420,000000,66165.00,67077.00,66165.00,67058.00,2397400,0
^BVSP,D,20110425,000000,67058.00,67124.00,66552.00,66972.00,1385800,0
^BVSP,D,20110426,000000,66972.00,67413.00,66722.00,67144.00,1726600,0
^BVSP,D,20110427,000000,67143.00,67228.00,65885.00,66264.00,2151200,0
^BVSP,D,20110428,000000,66249.00,66249.00,65105.00,65673.00,3090000,0
^BVSP,D,20110429,000000,65664.00,66294.00,65461.00,66133.00,2645000,0
^BVSP,D,20110502,000000,66119.00,66500.00,65346.00,65463.00,2306800,0
^BVSP,D,20110503,000000,65458.00,65468.00,64244.00,64318.00,2235400,0
^BVSP,D,20110504,000000,64320.00,64807.00,63548.00,63616.00,2490000,0
^BVSP,D,20110505,000000,63609.00,64268.00,62973.00,63407.00,2806000,0
^BVSP,D,20110506,000000,63422.00,64704.00,63422.00,64417.00,2690000,0
^BVSP,D,20110509,000000,64416.00,64782.00,64150.00,64622.00,1880800,0
^BVSP,D,20110510,000000,64622.00,65143.00,64619.00,64877.00,1982600,0
^BVSP,D,20110511,000000,64877.00,64877.00,63622.00,63776.00,2458400,0
^BVSP,D,20110512,000000,63772.00,64329.00,63125.00,64003.00,2486800,0
^BVSP,D,20110513,000000,64003.00,64165.00,63063.00,63235.00,2667400,0
^BVSP,D,20110516,000000,63233.00,63829.00,62676.00,62830.00,2459600,0
^BVSP,D,20110517,000000,62830.00,63680.00,62414.00,63673.00,2210800,0
^BVSP,D,20110518,000000,63675.00,64015.00,62830.00,62841.00,2488000,0
^BVSP,D,20110519,000000,62844.00,63607.00,62225.00,62367.00,2291200,0
^BVSP,D,20110520,000000,62370.00,63043.00,62086.00,62597.00,2087000,0
^BVSP,D,20110523,000000,62597.00,62597.00,61659.00,62345.00,1767600,0
^BVSP,D,20110524,000000,62350.00,63415.00,62350.00,63337.00,2006400,0
^BVSP,D,20110525,000000,63329.00,63857.00,63025.00,63388.00,1918600,0
^BVSP,D,20110526,000000,63389.00,64121.00,63232.00,64099.00,2397000,0
^BVSP,D,20110527,000000,64101.00,64548.00,64092.00,64295.00,1672000,0
^BVSP,D,20110530,000000,64295.00,64460.00,63915.00,63954.00,629000,0
^BVSP,D,20110531,000000,63961.00,64620.00,63932.00,64620.00,2428400,0
^BVSP,D,20110601,000000,64616.00,64674.00,63401.00,63411.00,2158200,0
^BVSP,D,20110602,000000,63411.00,64218.00,63277.00,64218.00,2135600,0
^BVSP,D,20110603,000000,64216.00,64979.00,63628.00,64341.00,2155800,0
^BVSP,D,20110606,000000,64341.00,64512.00,62960.00,63068.00,1822400,0
^BVSP,D,20110607,000000,63072.00,63784.00,63072.00,63218.00,2089600,0
^BVSP,D,20110608,000000,63204.00,63354.00,62709.00,63033.00,1805800,0
^BVSP,D,20110609,000000,63037.00,63773.00,62872.00,63469.00,1946800,0
^BVSP,D,20110610,000000,63470.00,63478.00,62495.00,62697.00,1688200,0
^BVSP,D,20110613,000000,62701.00,62968.00,62022.00,62023.00,1397200,0
^BVSP,D,20110614,000000,62023.00,62697.00,62023.00,62205.00,1762400,0
^BVSP,D,20110615,000000,62198.00,62198.00,61448.00,61604.00,2668000,0
^BVSP,D,20110616,000000,61602.00,62040.00,60489.00,60881.00,1991000,0
^BVSP,D,20110617,000000,60883.00,61268.00,60566.00,61060.00,1974600,0
^BVSP,D,20110620,000000,61059.00,61571.00,60784.00,61168.00,2019800,0
^BVSP,D,20110621,000000,61188.00,61543.00,61179.00,61424.00,1696600,0
^BVSP,D,20110622,000000,61420.00,61859.00,61194.00,61194.00,1863400,0
^BVSP,D,20110624,000000,61192.00,61459.00,60921.00,61017.00,1449000,0
^BVSP,D,20110627,000000,61017.00,61456.00,60772.00,61217.00,1634000,0
^BVSP,D,20110628,000000,61216.00,62309.00,61216.00,62303.00,1796400,0
^BVSP,D,20110629,000000,62303.00,62625.00,62033.00,62334.00,1873400,0
^BVSP,D,20110630,000000,62337.00,62574.00,61959.00,62404.00,1814000,0
^BVSP,D,20110701,000000,62404.00,63455.00,62148.00,63394.00,2376200,0
^BVSP,D,20110704,000000,63397.00,63891.00,63314.00,63891.00,1000400,0
^BVSP,D,20110705,000000,63886.00,63886.00,63030.00,63039.00,1937800,0
^BVSP,D,20110706,000000,63039.00,63039.00,62391.00,62565.00,1612600,0
^BVSP,D,20110707,000000,62573.00,63206.00,62207.00,62207.00,1865000,0
^BVSP,D,20110708,000000,62207.00,62207.00,61366.00,61513.00,1670600,0
^BVSP,D,20110711,000000,61502.00,61502.00,60098.00,60224.00,1773200,0
^BVSP,D,20110712,000000,60220.00,60516.00,59705.00,59705.00,1946200,0
^BVSP,D,20110713,000000,59718.00,60847.00,59718.00,60670.00,2284200,0
^BVSP,D,20110714,000000,60673.00,60685.00,59452.00,59679.00,2363400,0
^BVSP,D,20110715,000000,59679.00,60104.00,59180.00,59478.00,1960200,0
^BVSP,D,20110718,000000,59479.00,59479.00,58631.00,58838.00,1956400,0
^BVSP,D,20110719,000000,58838.00,59394.00,58677.00,59082.00,1888000,0
^BVSP,D,20110720,000000,59094.00,59552.00,59045.00,59120.00,1946000,0
^BVSP,D,20110721,000000,59120.00,60441.00,59120.00,60263.00,2159600,0
^BVSP,D,20110722,000000,60263.00,60696.00,60077.00,60270.00,1809600,0
^BVSP,D,20110725,000000,60264.00,60285.00,59640.00,59971.00,1772400,0
^BVSP,D,20110726,000000,59972.00,60204.00,59261.00,59340.00,2174800,0
^BVSP,D,20110727,000000,59336.00,59336.00,58169.00,58288.00,2619000,0
